Best_dup0,EW_dup0,MV_dup0,UCB_dup0
0.956384,0.93444484,1.0,0.9344271266279831
1.091638,1.05812396,1.0,1.058265123385155
1.153234,1.05633616,1.0,1.056590045354236
1.113244,1.05766128,1.0,1.057522376228879
0.990348,0.9501914,1.0,0.9501142881803765
0.98784,0.95947192,1.0,0.959555532106139
0.949732,0.92458016,1.0,0.9246174370816376
0.93603,0.86981072,1.0,0.8695662703395338
1.029259,0.98574468,1.0,0.9858637526609241
1.022388,0.998966,1.0,0.998970108799971
1.084525,1.04905804,1.0,1.049111434404869
1.064056,1.02580152,1.0,1.02568503631453
1.013723,0.99276604,1.0,0.9928015650426767
1.006496,0.97372824,1.0,0.9737193072253865
0.976034,0.92543624,1.0,0.9255914758473629
1.01865,0.96482576,1.0,0.9649101730364764
1.077985,1.05372656,1.0,1.0537704650397006
1.10172,1.0622741199999999,1.0,1.062326604818523
1.003333,0.98226844,1.0,0.9822233084961016
1.032507,1.00549556,1.0,1.005486782313813
1.079053,1.03344264,1.0,1.033498572271199
0.986294,0.97109192,1.0,0.9709887882933272
1.074974,1.02270224,1.0,1.0227217633060215
1.024166,0.97790196,1.0,0.9778198350768856
0.972101,0.9409212,1.0,0.9408877554329039
1.144194,1.09530272,1.0,1.0954262806450388
1.077928,1.0378762400000001,1.0,1.0380427822817262
1.13483,1.08600032,1.0,1.0859080259464715
1.040177,0.99026416,1.0,0.990289814730062
0.973611,0.94865088,1.0,0.9486654954517588
1.016,0.99653492,1.0,0.9964815388490594
0.991007,0.9605608,1.0,0.9605487594659622
1.083917,1.05180968,1.0,1.0517604842158284
0.9310620000000001,0.89284496,1.0,0.8927814766526716
1.065799,1.0155742,1.0,1.015615746600102
1.053985,1.014621,1.0,1.0147173477373672
0.988887,0.96078956,1.0,0.9607797923025685
1.080232,1.05656948,1.0,1.0565769888381453
0.996336,0.9719458,1.0,0.9719837754423198
0.986796,0.95650928,1.0,0.9566969832465914
1.014056,0.99030752,1.0,0.9902917189045084
1.12733,1.0640388,1.0,1.0640641101289292
1.047212,1.02563256,1.0,1.0256334879750881
1.102191,1.0432788,1.0,1.0432758271215654
1.090836,1.03827848,1.0,1.0382305478200826
1.035949,1.00610512,1.0,1.0062228274424527
1.126172,1.06824064,1.0,1.0681913820273055
1.141486,1.0443908,1.0,1.0440662957336009
1.058164,1.01917228,1.0,1.019204628816728
1.039612,1.00124076,1.0,1.001174557517772
1.105246,1.05334752,1.0,1.053436910927494
1.055117,1.02862044,1.0,1.0285012323959644
0.964687,0.92231,1.0,0.9225044758362008
1.171243,1.05636768,1.0,1.0564904890887246
1.066912,1.0443606,1.0,1.0442598664331866
1.090642,1.053094,1.0,1.0531584111940118
1.046212,0.99597492,1.0,0.995965570316039
1.083205,1.03111588,1.0,1.0311171539485666
1.15423,1.08573324,1.0,1.0859979036093679
1.11271,1.07608504,1.0,1.0760654059774466
1.027399,1.0098542799999999,1.0,1.0098968804233255
1.013261,0.9651966,1.0,0.965257986189191
1.088527,1.04608844,1.0,1.046095952815083
0.986719,0.97225488,1.0,0.9723256875122527
1.020412,0.95121512,1.0,0.9513782726531627
1.108969,1.0640494,1.0,1.0640181274093399
1.125549,1.05187004,1.0,1.0519650412125423
1.044879,1.0221326800000001,1.0,1.0221165113824926
1.004899,0.97513132,1.0,0.9751262852516559
1.026157,1.00662496,1.0,1.0066206976981984
1.049877,1.01458108,1.0,1.0145533181155295
1.048042,1.01862508,1.0,1.018622529945181
0.99269,0.97614152,1.0,0.9761918264966949
1.073584,1.03450868,1.0,1.034564506786882
0.972169,0.95260152,1.0,0.9525865977676993
1.041363,1.02260228,1.0,1.0225670161035703
1.070357,1.0339326,1.0,1.0339760017966328
1.023655,1.01189972,1.0,1.0119409700677875
1.018856,0.99804312,1.0,0.9981114214634225
1.002105,0.984303,1.0,0.9842208508695177
1.013107,0.98998248,1.0,0.9899110838013744
1.084113,1.05597188,1.0,1.0560914764881366
1.047949,1.02321972,1.0,1.0230940643472148
1.057637,1.0228994,1.0,1.0228686087714733
1.088519,1.01389784,1.0,1.0139239737053458
1.000697,0.98062052,1.0,0.9806860309410168
1.000333,0.97819264,1.0,0.9781676183404086
1.0489060000000001,1.00953536,1.0,1.0094877724637332
0.997747,0.9681489600000001,1.0,0.9682118424280183
1.033902,1.01494232,1.0,1.0149033697019785
0.979167,0.9440375599999999,1.0,0.9440866111206055
1.024645,0.98963912,1.0,0.9896116891413632
1.059531,1.03639392,1.0,1.0364878679845377
1.049456,1.02315068,1.0,1.0232163309454934
1.007198,0.98497176,1.0,0.9848960931598212
1.110763,1.06845768,1.0,1.0685923205859391
1.028626,1.01464956,1.0,1.0146624747504707
1.050538,1.029841,1.0,1.02988620503511
1.057227,1.01687272,1.0,1.016878782356198
1.074444,1.04237604,1.0,1.0425250130178598
1.031681,1.01001568,1.0,1.0099124509476365
1.149676,1.06705996,1.0,1.0670069445378139
1.017575,0.98790532,1.0,0.9880273664249132
1.093895,1.0474722,1.0,1.0475434507128154
1.018507,0.99269944,1.0,0.9926386642943229
1.155168,1.09596952,1.0,1.0961945422926944
1.155735,1.0911718000000001,1.0,1.091056773643892
1.059434,1.01361936,1.0,1.0137750923866007
1.094575,1.04390848,1.0,1.0439175397653837
1.054892,0.99946396,1.0,0.9994934202749893
1.055401,1.0230308,1.0,1.0229348696462375
1.024961,1.005928,1.0,1.0058209084131333
1.116495,1.0427035199999999,1.0,1.04272776943972
1.093525,1.0114002,1.0,1.0113735020134393
1.029844,1.00615616,1.0,1.0062127615350553
1.019216,0.99314984,1.0,0.9931063042139378
1.013876,0.97930064,1.0,0.9793409417286786
1.115269,1.0580446000000001,1.0,1.0580031271538193
1.055579,1.0185819600000001,1.0,1.0185675802927336
1.033595,0.97887136,1.0,0.978982481409063
1.071787,1.03440116,1.0,1.0344254791793097
1.100415,1.0509233199999999,1.0,1.0509226009255854
1.02135,1.0054856,1.0,1.0054814787283244
0.986585,0.95644356,1.0,0.9564730777885158
1.053948,1.0204698,1.0,1.0205440395580796
1.077044,1.03748644,1.0,1.037413063209474
1.012411,0.97860972,1.0,0.9785619151883518
0.986727,0.96508584,1.0,0.9652191196890343
1.019011,1.00532236,1.0,1.0053677536049017
1.059609,1.00471284,1.0,1.0048639138314868
1.060644,1.0265092,1.0,1.0265950178248977
1.033361,0.99594816,1.0,0.9958133755488917
1.031479,0.97644244,1.0,0.9765202256478447
1.034635,1.01979604,1.0,1.0198354816629978
1.056708,1.0264336,1.0,1.026559346162361
1.068315,1.02352544,1.0,1.0236364409181493
1.019496,0.99406196,1.0,0.9939555760449821
1.11123,1.00855784,1.0,1.0087233815888517
0.977257,0.95222188,1.0,0.9522144081601196
0.978595,0.94678732,1.0,0.9466991074425317
0.976523,0.93700264,1.0,0.9368785138806786
1.041792,1.016307,1.0,1.0161227018234387
0.993644,0.9520854,1.0,0.9519839327846481
1.229359,1.10298952,1.0,1.102821559152261
1.009086,0.98903528,1.0,0.9890052373534816
1.082102,1.03539004,1.0,1.035342414002644
1.062848,1.0345784,1.0,1.0346299300652257
1.081296,1.03903436,1.0,1.0391081669761557
1.0498,1.0285134,1.0,1.028476842316995
1.10127,1.05442592,1.0,1.0543641018623076
1.046513,1.02825392,1.0,1.028223839899857
1.116128,1.05567616,1.0,1.0556514251157652
1.105224,1.03857516,1.0,1.0387373294830677
1.123922,1.04909536,1.0,1.0490302402366745
1.093676,1.03938708,1.0,1.039220754148388
1.149435,1.04156256,1.0,1.0416487155205736
1.060415,1.0269696,1.0,1.0268663089769616
1.036591,1.0097824,1.0,1.0097962243287322
1.063886,1.03185848,1.0,1.0319292052690405
1.0470760000000001,1.0115846,1.0,1.0116081272900412
1.04304,1.00867496,1.0,1.0087258853898944
1.049904,1.0291264,1.0,1.0291356553918976
1.058135,0.99083384,1.0,0.9910278724206177
0.983978,0.9541782,1.0,0.954167059514422
1.079137,1.0216732,1.0,1.0217174432415963
1.061003,1.01139888,1.0,1.0113598343602415
1.062723,1.02720436,1.0,1.0273619622188546
0.992579,0.9522756,1.0,0.952112148514523
1.050336,1.0079932,1.0,1.0080009987051863
0.998889,0.96998116,1.0,0.9700023976770783
1.018599,0.9794609599999999,1.0,0.9794402429144018
1.075444,1.01845944,1.0,1.018527638297777
1.058357,1.02351448,1.0,1.023429657502548
1.010267,0.9806014,1.0,0.9806809090750401
1.229866,1.04375732,1.0,1.043761128805949
0.964564,0.93733188,1.0,0.9373350936732722
1.022192,0.97731636,1.0,0.9773793706172893
1.086644,1.04166624,1.0,1.0417402812578371
1.089491,1.0389266400000001,1.0,1.0388724276506345
1.130023,1.08500644,1.0,1.0850206579789747
1.092685,1.05719988,1.0,1.0571189649564057
1.123865,1.05258612,1.0,1.052909797721197
1.049733,1.00928876,1.0,1.0091799288087044
1.073993,1.03490796,1.0,1.0348786024451617
0.992183,0.9574326,1.0,0.9574255035159864
1.05108,1.01253788,1.0,1.012605678660063
1.050141,1.01843592,1.0,1.018476031874743
1.00241,0.9682002,1.0,0.968019888202949
1.06683,1.02302632,1.0,1.0230667407459004
1.083554,1.04902432,1.0,1.0489515598895645
1.041192,0.99843428,1.0,0.9985340397272408
1.06292,0.99280548,1.0,0.9928399825758101
1.032666,1.0147554,1.0,1.0147542939525904
1.016769,0.99448016,1.0,0.9945211273192965
0.959814,0.93317328,1.0,0.9331556158024603
0.949475,0.90592864,1.0,0.905987989961323
0.988678,0.92436392,1.0,0.9241681946771272
1.099774,1.06292028,1.0,1.0630654529059436
1.095639,1.03024636,1.0,1.0303485055327066
0.959249,0.93790056,1.0,0.9379844327819198
1.021041,0.977739,1.0,0.9773918330031698
1.168924,1.13441268,1.0,1.1343249830369324
1.025641,0.99210144,1.0,0.9920239748845536
1.130152,1.075849,1.0,1.075865174302672
1.02784,0.98429024,1.0,0.984256898748215
1.051545,1.02275444,1.0,1.0227336431344936
1.084429,1.04186168,1.0,1.0416182396921714
1.079308,1.03143964,1.0,1.0315428754954645
1.037733,0.98728316,1.0,0.9872002217418391
1.012557,0.99140984,1.0,0.9914598567733247
1.082329,1.05016784,1.0,1.0500117687929056
1.007027,0.98277532,1.0,0.9826745295943027
1.053382,1.01822952,1.0,1.0181866239474162
1.035388,0.98975964,1.0,0.9898646560977894
1.061498,1.00906948,1.0,1.0089954713457927
1.049545,1.02371384,1.0,1.0237001774484364
1.074544,1.02784964,1.0,1.0278313368512526
1.069476,1.03103232,1.0,1.0310479621811144
1.026366,0.99481912,1.0,0.9949685539511494
1.042802,1.01597028,1.0,1.016037803243557
1.031078,1.0158644,1.0,1.0159174654478131
1.048118,1.0250636,1.0,1.0250201220474089
1.012711,0.99090328,1.0,0.9908537853305829
1.069184,1.03647936,1.0,1.0363596565631306
1.036739,1.01740192,1.0,1.017370170370436
1.016113,0.99754368,1.0,0.9975293193065139
1.014318,0.99318228,1.0,0.9931416162421733
1.088036,1.05704192,1.0,1.0570458758057277
1.047885,1.02506848,1.0,1.0249511289985296
1.031547,1.00494572,1.0,1.0050983662041095
1.067989,1.0374518,1.0,1.037506886427334
1.012679,0.99141416,1.0,0.9914763352778322
0.964176,0.92107316,1.0,0.9209354294574059
1.057876,1.0320782,1.0,1.0321294683510838
1.081482,1.04374708,1.0,1.0438953135976132
1.061964,1.03513556,1.0,1.0350899780030602
1.092586,1.05056696,1.0,1.0503543971734586
1.080918,1.0313578,1.0,1.0314593905712786
1.073704,1.03357244,1.0,1.0336497954023605
1.095804,1.04481004,1.0,1.0449520200688527
1.064919,1.01934576,1.0,1.0192705696370636
1.004302,0.97868968,1.0,0.9787462109262913
1.105139,1.04101512,1.0,1.0411181534157883
0.961333,0.91692664,1.0,0.9168503972754752
1.034268,1.00119052,1.0,1.0011508387954478
1.009135,0.98542228,1.0,0.9853898388145423
0.942954,0.90808556,1.0,0.9081666996987096
1.010071,0.9878472,1.0,0.9879273650375752
1.092021,1.0112536,1.0,1.0110868057618694
1.093354,1.03302016,1.0,1.0329250538205337
1.047503,1.0181398,1.0,1.018269083529023
1.206142,1.14064484,1.0,1.1403877548342207
1.073009,1.02073444,1.0,1.0208474101072982
1.083173,1.05555312,1.0,1.055561189604534
1.068866,1.03923016,1.0,1.0392380699284995
1.007148,0.98206904,1.0,0.9820057928740163
1.157613,1.06283028,1.0,1.0628234810682873
1.118277,1.07153788,1.0,1.0718022585988836
1.03797,1.00129468,1.0,1.0013495249260613
1.117646,1.04433068,1.0,1.0444080413661294
1.018018,0.96998368,1.0,0.9697552287377487
1.038612,1.0044650800000001,1.0,1.0045137644566664
1.131287,1.06412044,1.0,1.0641987785595877
1.059703,0.99199932,1.0,0.9920385096853789
0.981004,0.95183256,1.0,0.9518355296111354
1.030891,0.9968818,1.0,0.9969342247387899
1.2156660000000001,1.12855288,1.0,1.1286042981596762
1.124771,1.06339092,1.0,1.063586887295792
1.041751,1.01068524,1.0,1.0107020076009068
1.022888,0.97504536,1.0,0.9750519719269506
1.070846,1.03047308,1.0,1.0305246893757456
1.084775,1.06000272,1.0,1.0601181892636
1.037535,1.01183808,1.0,1.0118516192238287
1.100842,1.07153552,1.0,1.0714389888259364
1.040713,0.9820173999999999,1.0,0.9819849088484306
1.016207,0.9922310400000001,1.0,0.9922013591242774
0.968948,0.92651016,1.0,0.9264407043731795
1.054086,1.02735704,1.0,1.0272960478902669
1.046764,1.0135044,1.0,1.0134452825332159
1.014863,1.00145768,1.0,1.001419046630237
0.984087,0.90386488,1.0,0.9037151013071854
0.959314,0.91840144,1.0,0.9184147124348435
1.099212,1.05069888,1.0,1.0507201423927384
1.016381,0.9781291599999999,1.0,0.978190990620325
1.141186,1.07446752,1.0,1.07461187625354
0.985975,0.9523712,1.0,0.9522559596316187
1.00977,0.95702208,1.0,0.9571312945839852
1.001067,0.94259664,1.0,0.9426825949623582
1.090932,1.0518007200000001,1.0,1.0517702623929401
1.028517,0.99074112,1.0,0.990712896531258
0.93009,0.86837992,1.0,0.8685169046908162
0.999531,0.91471484,1.0,0.9146246746585942
0.979413,0.93486984,1.0,0.9348909243779165
1.112523,1.07360724,1.0,1.0738015169286401
1.096727,1.0623192,1.0,1.0622982832529413
1.221533,1.0922014,1.0,1.0923184826822099
1.000515,0.9521408,1.0,0.9519330518095265
1.084037,1.03192468,1.0,1.0320526003321753
1.115793,1.08332428,1.0,1.0833354025496162
1.163131,1.094226,1.0,1.0937993917084647
1.080016,1.02757124,1.0,1.0275545541659103
1.104679,1.05227784,1.0,1.0521941788419773
1.091729,1.03782044,1.0,1.0380968132316404
0.978435,0.95624512,1.0,0.9561992327494184
1.036934,0.9933628,1.0,0.9934404797621939
0.967234,0.9469622,1.0,0.9469602947126718
1.135874,1.05225724,1.0,1.0523578608818729
1.021,0.99243348,1.0,0.9925792564192994
0.979437,0.94973472,1.0,0.9497149669523464
1.011001,0.97891276,1.0,0.9788176571378809
1.144857,1.11231096,1.0,1.1122787606959772
1.148231,1.06320668,1.0,1.0635571518554523
1.068812,1.0291516,1.0,1.0291879559565658
1.029574,1.00450836,1.0,1.0043889962023254
1.035647,1.0047992,1.0,1.0048083694692007
1.037084,0.9922076,1.0,0.9923010123468657
1.007754,0.96800884,1.0,0.9680314042138777
1.016293,0.97401184,1.0,0.9740638986186272
1.089955,1.02792756,1.0,1.0279249535423283
1.019614,0.97430416,1.0,0.9743599340774045
1.023695,0.99627284,1.0,0.9963124508630885
1.138047,1.0616178,1.0,1.0615906080675515
1.037105,0.9874408,1.0,0.987352511462133
1.006144,0.9520506,1.0,0.9520124766762638
0.979275,0.9323406,1.0,0.9321001978725398
1.018775,0.98019876,1.0,0.9802983670550132
0.993079,0.93918152,1.0,0.9391353421945725
1.001849,0.93681916,1.0,0.9363631189512793
1.007119,0.97183844,1.0,0.9718734594531653
1.220069,1.0961176,1.0,1.0961803483184964
1.007817,0.9651327199999999,1.0,0.9650296003221605
1.119054,1.09336068,1.0,1.0933828749162666
1.0256,0.9985228,1.0,0.9985594539789934
0.936744,0.8368784,1.0,0.8366970954584664
1.111342,1.00694904,1.0,1.006843627558891
1.189135,1.06837656,1.0,1.0686979319684342
1.041294,1.0089424,1.0,1.009013050768506
1.022277,0.98474852,1.0,0.9846977566686949
0.983958,0.9476554,1.0,0.9475624096785111
0.996181,0.93356524,1.0,0.9334827242226894
1.015699,0.97455032,1.0,0.9745405645628626
1.009727,0.95603228,1.0,0.9561031383820162
0.95486,0.91925028,1.0,0.919414128572442
0.953611,0.9178254,1.0,0.9177469440824135
1.223391,1.11156292,1.0,1.111306235919229
0.995477,0.9580042,1.0,0.9578931618392968
1.018779,0.95182728,1.0,0.9517697165490664
1.3387630000000001,1.2318578,1.0,1.2319328656461028
1.096448,1.04066064,1.0,1.0408469023685507
1.10625,1.0612318,1.0,1.0612944950999277
1.071189,1.0439142,1.0,1.0439469278371807
1.118185,1.06513696,1.0,1.0651291966315024
1.105729,1.06817552,1.0,1.0680866302117273
1.002403,0.96163428,1.0,0.9615036861865696
1.022451,0.959998,1.0,0.9599924072621668
0.986823,0.96233304,1.0,0.9623857387124948
1.071756,1.03968112,1.0,1.0396276886989768
1.077666,1.0316508,1.0,1.0316966870953772
1.052476,0.99667468,1.0,0.996544594420638
1.269557,1.17512156,1.0,1.1748597231526152
1.158495,1.06198944,1.0,1.062042416200158
1.067991,1.01918468,1.0,1.0192074180577055
1.018008,0.98998644,1.0,0.9900324654442423
1.013821,0.983135,1.0,0.9831984465375754
1.081334,1.0450298,1.0,1.0451375081134968
1.026658,1.00170668,1.0,1.0017117466556928
1.019478,0.98795048,1.0,0.9879573473306724
1.043952,1.024888,1.0,1.0248616295587014
0.999214,0.97889596,1.0,0.9789503605424428
1.071002,1.03106104,1.0,1.0311556426548605
1.111847,1.08481692,1.0,1.0847359795794564
1.057595,1.002435,1.0,1.0025124408793207
1.004204,0.98549648,1.0,0.985456121892949
1.049323,1.00238484,1.0,1.0023252536579341
1.059926,1.01878684,1.0,1.0188676686454725
1.013073,0.9950348,1.0,0.9950673934621965
1.088387,1.05895504,1.0,1.0588817873388068
1.011842,0.99237908,1.0,0.9924761834694273
1.018584,0.98661604,1.0,0.9866980053639939
1.023166,1.00758032,1.0,1.0076244963643917
1.00181,0.96901772,1.0,0.9689793919740258
1.095089,1.06791096,1.0,1.0680834892681679
1.047944,1.01373972,1.0,1.0138072225764494
1.002363,0.9621694,1.0,0.962236324560593
1.03945,1.00734076,1.0,1.007319127114443
1.083186,1.0558480000000001,1.0,1.0559118744281046
1.118524,1.07662036,1.0,1.0765530902787426
1.088821,1.04475808,1.0,1.0449262790349416
1.033,0.99678916,1.0,0.9968139049311803
1.101997,1.05766776,1.0,1.05768304246158
1.102272,1.06581188,1.0,1.0661038333194548
1.019121,0.991603,1.0,0.991593963800807
0.92908,0.8361637199999999,1.0,0.8359787695734606
1.112704,1.04598728,1.0,1.0459813516550402
1.035321,1.01706256,1.0,1.0171123862825742
1.118538,1.07528284,1.0,1.0752411307020011
0.991212,0.97151552,1.0,0.9714402832364136
1.129366,1.08320964,1.0,1.083010292380187
1.039132,1.01792472,1.0,1.017941271414331
1.053463,0.98879932,1.0,0.9888056286140732
1.0879780000000001,1.05608532,1.0,1.0560234196243548
1.050907,1.02786088,1.0,1.0279222987526022
1.092578,1.07016164,1.0,1.070123010521765
1.016686,0.99410296,1.0,0.9940229082114637
0.944065,0.90793296,1.0,0.9080129029384371
1.11838,1.07107824,1.0,1.0711933039829409
1.114182,1.045592,1.0,1.0453345247853028
1.129141,1.07399036,1.0,1.0737877219852108
1.041442,0.98375344,1.0,0.9837592461998982
0.938287,0.8503036799999999,1.0,0.8501899703888482
1.094308,1.06116896,1.0,1.0613216408669162
1.103959,1.07426544,1.0,1.0744019552664268
1.0668549999999999,1.04110656,1.0,1.0410879606190484
1.143976,1.08474756,1.0,1.085042145037529
1.114511,1.04041648,1.0,1.0404095973946723
1.066022,1.02598376,1.0,1.0260501946562135
1.076276,1.02426732,1.0,1.0242488394742384
1.192338,1.07280456,1.0,1.0731551201516816
1.005567,0.9742656,1.0,0.9742302022896067
1.033516,0.98932944,1.0,0.9892486732779033
1.042949,1.01782424,1.0,1.0178327022412583
1.095069,1.07104048,1.0,1.0711552634400496
1.055424,1.01644096,1.0,1.0162923870232472
1.062467,1.02522248,1.0,1.0252017468279078
1.034835,0.99257352,1.0,0.9926676126040626
1.028065,0.983551,1.0,0.9834924166937984
0.996073,0.93911236,1.0,0.9392108390924498
1.004798,0.93863952,1.0,0.938774783351988
1.111444,1.06600124,1.0,1.0661105992287307
1.0725419999999999,1.03861188,1.0,1.0383908104290487
0.99544,0.97930376,1.0,0.9793788451077979
1.014328,0.97516128,1.0,0.9751575568182129
1.006974,0.9642016,1.0,0.9639992291561337
1.028519,0.99718684,1.0,0.9971151923864706
1.069425,1.04932624,1.0,1.049517827678607
1.000082,0.97446708,1.0,0.9744288934778118
1.005051,0.98044352,1.0,0.980382692372023
1.012976,0.98145764,1.0,0.9814029837723484
1.1400890000000001,1.10098128,1.0,1.1008817204280361
1.07659,1.03186036,1.0,1.0317730305945894
1.176996,1.12799004,1.0,1.1279198467476865
1.116084,1.07328472,1.0,1.0732532827370542
1.059237,1.01418512,1.0,1.014164976376951
1.13551,1.05227488,1.0,1.052343116631801
1.089409,1.0470284,1.0,1.047127603394927
1.07788,1.04457268,1.0,1.0445291423533167
1.09542,1.07448452,1.0,1.0744914097086058
1.119633,1.04152732,1.0,1.041434072398499
1.068624,1.03693304,1.0,1.0368852987913852
1.026837,0.97859516,1.0,0.978378706055962
1.066197,0.99010412,1.0,0.9899617526133415
1.067709,1.0221046,1.0,1.0222277840393905
0.999358,0.96302624,1.0,0.9628342310991008
1.061932,1.039076,1.0,1.0390476071764239
1.012712,0.9892078,1.0,0.9891411597032237
1.069788,0.98972628,1.0,0.9897930505731247
1.006789,0.95243448,1.0,0.9524618001604166
1.042434,1.01350636,1.0,1.0134821872101045
1.024265,0.99671292,1.0,0.9968334861034109
0.966544,0.94979024,1.0,0.9497087159555683
1.064231,1.0277370000000001,1.0,1.0279128317493202
1.00311,0.969019,1.0,0.9690126417741933
1.157886,1.11182396,1.0,1.111693509271221
1.044734,1.00430952,1.0,1.0042368844968113
1.028554,0.996355,1.0,0.996376783814179
1.020313,0.9894562,1.0,0.9894547558124858
1.044605,1.02133004,1.0,1.0213119136104787
1.16172,1.1006024,1.0,1.1006935579790256
1.050399,1.02110804,1.0,1.0211066219621434
1.043029,0.993981,1.0,0.9940685513485384
1.030329,0.99730268,1.0,0.9972576092353139
1.088874,1.04755132,1.0,1.0475569607700492
1.045579,1.02110788,1.0,1.021221186256676
1.050743,1.01040936,1.0,1.010532296578666
1.011073,0.99543716,1.0,0.995468676175207
0.981844,0.95425584,1.0,0.9543520756519875
1.063014,1.0402674,1.0,1.0403113550335457
1.100728,1.06789528,1.0,1.067833462695033
1.068785,1.041741,1.0,1.041625555904613
1.038768,1.017903,1.0,1.0178540016301143
1.101226,1.07372436,1.0,1.0736912498500377
1.073229,1.0542498,1.0,1.0541797559912451
1.026278,0.99980492,1.0,0.9996659146577727
