Best_dup0,EW_dup0,MV_dup0,UCB_dup0
1.0,1.0,1.0,1.0
1.117083,1.05642656,1.0,1.0564710213145319
0.8766241817520001,0.7596867345333504,1.0,0.7593927389888608
1.1279987957419313,0.9036475226647672,1.0,0.9029305440359087
1.1053553479162077,0.8426424591391732,1.0,0.841773896675164
1.5434231472702717,1.0880362905042078,1.0,1.0868429763914456
1.9751355792163867,1.225920387748354,1.0,1.2250009008384217
1.9826450446885675,1.1524837355033557,1.0,1.1514085356288237
2.015779008675403,1.1292884790478197,1.0,1.1281937875767654
2.4651606546374274,1.2827664173405369,1.0,1.2816680977914845
2.476813469051898,1.2344474797960936,1.0,1.2334094922605816
2.7939694337639938,1.289929721775529,1.0,1.288587941393753
2.785640610881943,1.187019283363844,1.0,1.1859907543847557
3.018369741358686,1.238666777267633,1.0,1.237658159515881
2.7754241792464667,1.001394755494869,1.0,1.000599514564541
2.899943585048359,1.0046794104044725,1.0,1.0037688843327839
3.23549315733072,1.0906226610215257,1.0,1.0893143514064565
3.125120779254697,0.9925927411341089,1.0,0.9914858439691828
3.9667720572820135,1.1385251949729025,1.0,1.1376208419712175
3.770210568299575,1.0060752762848,1.0,1.0050956368005979
8.047405121928962,1.4144765642925035,1.0,1.4135042392839505
8.36199428295541,1.3814739405153682,1.0,1.3808001136910946
8.207188682795056,1.2565205619980326,1.0,1.255556993013567
9.332673295621474,1.2915989470489766,1.0,1.290645990627708
9.241801055742007,1.2464250672201072,1.0,1.2454262431883192
10.374633303751695,1.2859494553866702,1.0,1.2848859086132676
11.342545092458513,1.3180059120384182,1.0,1.3167961785405833
13.668526786933704,1.3517783900880176,1.0,1.350725665552791
11.031362234243076,0.9762418088181062,1.0,0.9758404889065244
13.055473796517635,1.0423333011757472,1.0,1.042326476550461
14.017492494161631,1.0814240937430695,1.0,1.0815182210676775
14.760335491397234,1.105035172037472,1.0,1.1050876104746712
15.891641405135376,1.146218639461323,1.0,1.1463678092678997
17.726315513716848,1.216238339372535,1.0,1.216429500913923
19.207012374893132,1.2166669904128633,1.0,1.2167639167156186
19.66442737460121,1.2042150364328226,1.0,1.2041096565641833
19.93693700915843,1.1649563738614748,1.0,1.1647913998691757
20.13241867653323,1.1408547312374195,1.0,1.1407720260182719
21.178700475152663,1.156131049893824,1.0,1.1559014294063596
21.07367529949638,1.0881044838990395,1.0,1.087859757007511
21.9139459547132,1.1028408570212016,1.0,1.1026757637500406
24.982490064913822,1.1692327588865636,1.0,1.1686978677672872
31.932343993582133,1.3220991384002898,1.0,1.3215062942126898
32.73394162485303,1.3095411004082462,1.0,1.3089645035024307
32.99535488266911,1.2784925094972948,1.0,1.2777074672511728
32.89198043582171,1.2079560833000142,1.0,1.2068336308598389
33.12554638889648,1.1708381054088581,1.0,1.1697267161370724
32.003551007158165,1.0709194839961296,1.0,1.0697984517228791
43.07063497384152,1.1726657450258688,1.0,1.1719802146052947
43.34322902259097,1.1480322593195575,1.0,1.1474632478966378
43.98657257097328,1.0883998819098506,1.0,1.0878794414939919
43.9142586456666,1.0382326579769374,1.0,1.037712611512859
47.53397924305296,1.0570954350242878,1.0,1.0563927637209416
50.246981108350205,1.0797073829205357,1.0,1.0790231471741045
54.94220976405777,1.131575273135474,1.0,1.1310044618571664
58.16242762053896,1.160205711751184,1.0,1.1596873464516757
63.43781796814946,1.2064426938581767,1.0,1.2058480418108575
75.85075924779522,1.324698061937032,1.0,1.3237611211805786
82.40161007023106,1.304430128601473,1.0,1.3031101855307898
88.08690915702664,1.3496462162756477,1.0,1.3484118587517142
116.80746971385688,1.5457247620667252,1.0,1.543906691477856
148.1992435845165,1.7222525891358125,1.0,1.7205010302515
179.15776917083483,1.9155635931684942,1.0,1.913100443363447
205.34723102599662,1.9775338377260008,1.0,1.9745864709376588
238.8284810030923,2.145417284791931,1.0,2.1421332258763837
246.74062975024373,2.1635863946933767,1.0,2.1599923548974305
242.36221727532566,2.0237461901802343,1.0,2.021091696114694
248.39703648548127,2.0273335636267955,1.0,2.024642964742575
269.43477509358263,2.0993810249043072,1.0,2.0963007518064165
280.49210882864816,2.0921832550728023,1.0,2.0896390321733693
268.51172987635897,1.9126033833681948,1.0,1.9100211656865393
310.8093086368623,2.088078929477941,1.0,2.0852480788189642
339.17842828269187,2.1783839164505316,1.0,2.175105584886445
359.60918008872807,2.215607182325915,1.0,2.2127112362560006
410.5086230476667,2.3156088783730575,1.0,2.3131955655190453
415.9963023205679,2.255340618719997,1.0,2.2531257401213103
465.18786506997503,2.400978066396719,1.0,2.398702338096229
584.264794019127,2.6325623889694385,1.0,2.6318958724923798
589.640030124103,2.598133106231523,1.0,2.597561292506928
631.9313716447241,2.6669346847189366,1.0,2.6663398407632855
